Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/auth/user/login,2762,970,510.0,834.4876939609028,27.79835399996955,6609.5235780012445,190.79507603186096,4.61145956949878,1.6195205584409182,510,900,1300,1500,2000,2500,3100,3400,4900,6600,6600
POST,/auth/user/register,2775,622,1100.0,1466.6157114699188,27.29611299946555,9482.089195000299,234.22738738738738,4.633164484199534,1.0384966879899495,1100,1700,2100,2400,3300,4100,5100,5700,7800,9500,9500
GET,/products/product,2762,0,30,37.920326087616985,25.724085000547348,336.6978279991599,264.0,4.61145956949878,0.0,30,32,34,37,50,81,120,150,300,340,340
GET,/wishlist/wishlist,2641,761,130.0,380.5276395994275,34.08157199737616,6601.089167997998,148.67171525937144,4.409436901899449,1.2705723144057102,130,270,410,550,1100,1600,2300,3000,5800,6600,6600
POST,/wishlist/wishlist,2653,714,160.0,400.31594045046603,33.36282499731169,7686.31799799914,157.09498680738787,4.429472207777068,1.1921006997183665,160,270,450,580,1100,1600,2300,3000,5900,7700,7700
DELETE,/wishlist/wishlist/0002f87a-968a-4b37-b813-3853394c2725,1,0,40.223964999313466,40.223964999313466,40.223964999313466,40.223964999313466,213.0,0.0016696088231349672,0.0,40,40,40,40,40,40,40,40,40,40,40
GET,/wishlist/wishlist/0002f87a-968a-4b37-b813-3853394c2725,1,0,39.55440099889529,39.55440099889529,39.55440099889529,39.55440099889529,150.0,0.0016696088231349672,0.0,40,40,40,40,40,40,40,40,40,40,40
PUT,/wishlist/wishlist/0002f87a-968a-4b37-b813-3853394c2725,1,0,82.0145970028534,82.0145970028534,82.0145970028534,82.0145970028534,113.0,0.0016696088231349672,0.0,82,82,82,82,82,82,82,82,82,82,82
DELETE,/wishlist/wishlist/003eec72-5554-4b42-b2c5-85685d2ad4b6,1,1,45.24820399819873,45.24820399819873,45.24820399819873,45.24820399819873,27.0,0.0016696088231349672,0.0016696088231349672,45,45,45,45,45,45,45,45,45,45,45
GET,/wishlist/wishlist/003eec72-5554-4b42-b2c5-85685d2ad4b6,1,0,70.20634600121411,70.20634600121411,70.20634600121411,70.20634600121411,150.0,0.0016696088231349672,0.0,70,70,70,70,70,70,70,70,70,70,70
PUT,/wishlist/wishlist/003eec72-5554-4b42-b2c5-85685d2ad4b6,1,0,50.158475001808256,50.158475001808256,50.158475001808256,50.158475001808256,113.0,0.0016696088231349672,0.0,50,50,50,50,50,50,50,50,50,50,50
DELETE,/wishlist/wishlist/005f75ad-9f7e-4be2-9126-73b8168459df,1,0,39.41795300124795,39.41795300124795,39.41795300124795,39.41795300124795,213.0,0.0016696088231349672,0.0,39,39,39,39,39,39,39,39,39,39,39
GET,/wishlist/wishlist/005f75ad-9f7e-4be2-9126-73b8168459df,1,0,47.01207399921259,47.01207399921259,47.01207399921259,47.01207399921259,150.0,0.0016696088231349672,0.0,47,47,47,47,47,47,47,47,47,47,47
