Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/auth/user/login,3386,1262,4900.0,10678.894505956603,27.580744001170387,60281.03600099712,181.09450679267573,5.645395000422787,2.10410173967323,4900,11000,16000,22000,31000,40000,46000,48000,60000,60000,60000
POST,/auth/user/register,3576,1286,28000.0,32341.19660353938,45.230474999698345,127104.6999479986,233.2069351230425,5.962177354256316,2.1441163527890446,28000,59000,60000,60000,60000,60000,75000,123000,127000,127000,127000
GET,/products/product,3386,0,30,36.385714474015494,25.93076400080463,628.2660580000083,264.0,5.645395000422787,0.0,30,31,33,35,45,60,100,160,450,630,630
GET,/wishlist/wishlist,2665,97,550.0,2811.3496517231056,36.17682399999467,77333.44045500053,202.80825515947467,4.443289331401869,0.16172572800974908,550,1400,2700,4200,10000,14000,17000,20000,62000,77000,77000
POST,/wishlist/wishlist,2708,96,560.0,2746.961739268099,34.49687499960419,60247.7102979974,198.88626292466765,4.514982179901036,0.1600584524632568,570,1400,2700,4000,9800,14000,16000,20000,60000,60000,60000
GET,/wishlist/wishlist/0007f8c5-5834-4851-8090-432709f72e86,1,0,4880.446759001643,4880.446759001643,4880.446759001643,4880.446759001643,150.0,0.0016672755464922585,0.0,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900
PUT,/wishlist/wishlist/0007f8c5-5834-4851-8090-432709f72e86,1,0,371.79874899811693,371.79874899811693,371.79874899811693,371.79874899811693,113.0,0.0016672755464922585,0.0,370,370,370,370,370,370,370,370,370,370,370
DELETE,/wishlist/wishlist/0027db67-9aae-4645-ae7f-951425a2cde1,1,0,14048.867255001824,14048.867255001824,14048.867255001824,14048.867255001824,213.0,0.0016672755464922585,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/wishlist/wishlist/0027db67-9aae-4645-ae7f-951425a2cde1,1,0,5279.287679997651,5279.287679997651,5279.287679997651,5279.287679997651,150.0,0.0016672755464922585,0.0,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300
PUT,/wishlist/wishlist/0027db67-9aae-4645-ae7f-951425a2cde1,1,0,1065.0261030023103,1065.0261030023103,1065.0261030023103,1065.0261030023103,113.0,0.0016672755464922585,0.0,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
DELETE,/wishlist/wishlist/002b7553-f86b-481f-a488-a81e4bbfa5a4,1,0,1535.522073998436,1535.522073998436,1535.522073998436,1535.522073998436,213.0,0.0016672755464922585,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/wishlist/wishlist/002b7553-f86b-481f-a488-a81e4bbfa5a4,1,0,60.62021900288528,60.62021900288528,60.62021900288528,60.62021900288528,150.0,0.0016672755464922585,0.0,61,61,61,61,61,61,61,61,61,61,61
PUT,/wishlist/wishlist/002b7553-f86b-481f-a488-a81e4bbfa5a4,1,0,2138.691210999241,2138.691210999241,2138.691210999241,2138.691210999241,113.0,0.0016672755464922585,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
DELETE,/wishlist/wishlist/00aa3427-c373-4e6c-aedf-57de1270ca94,1,0,1955.6813829985913,1955.6813829985913,1955.6813829985913,1955.6813829985913,213.0,0.0016672755464922585,0.0,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
GET,/wishlist/wishlist/00aa3427-c373-4e6c-aedf-57de1270ca94,1,0,265.53522900212556,265.53522900212556,265.53522900212556,265.53522900212556,150.0,0.0016672755464922585,0.0,270,270,270,270,270,270,270,270,270,270,270
PUT,/wishlist/wishlist/00aa3427-c373-4e6c-aedf-57de1270ca94,1,0,2683.47552799969,2683.47552799969,2683.47552799969,2683.47552799969,113.0,0.0016672755464922585,0.0,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
DELETE,/wishlist/wishlist/00ada068-78eb-4cf4-9299-199b3d926e5f,1,0,572.6992880008765,572.6992880008765,572.6992880008765,572.6992880008765,213.0,0.0016672755464922585,0.0,570,570,570,570,570,570,570,570,570,570,570
GET,/wishlist/wishlist/00ada068-78eb-4cf4-9299-199b3d926e5f,1,0,718.3902709984977,718.3902709984977,718.3902709984977,718.3902709984977,150.0,0.0016672755464922585,0.0,720,720,720,720,720,720,720,720,720,720,720
PUT,/wishlist/wishlist/00ada068-78eb-4cf4-9299-199b3d926e5f,1,0,461.2352389995067,461.2352389995067,461.2352389995067,461.2352389995067,113.0,0.0016672755464922585,0.0,460,460,460,460,460,460,460,460,460,460,460
DELETE,/wishlist/wishlist/00d8f57c-1a11-49b1-8b9f-ed83896ad706,1,0,1061.2906870010193,1061.2906870010193,1061.2906870010193,1061.2906870010193,213.0,0.0016672755464922585,0.0,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
GET,/wishlist/wishlist/00d8f57c-1a11-49b1-8b9f-ed83896ad706,1,0,95.29222499986645,95.29222499986645,95.29222499986645,95.29222499986645,150.0,0.0016672755464922585,0.0,95,95,95,95,95,95,95,95,95,95,95
PUT,/wishlist/wishlist/00d8f57c-1a11-49b1-8b9f-ed83896ad706,1,0,84.52334200046607,84.52334200046607,84.52334200046607,84.52334200046607,113.0,0.0016672755464922585,0.0,85,85,85,85,85,85,85,85,85,85,85
DELETE,/wishlist/wishlist/00db612b-1fe3-4e6c-8c35-78eacd9a4760,1,0,2412.354908999987,2412.354908999987,2412.354908999987,2412.354908999987,213.0,0.0016672755464922585,0.0,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400
GET,/wishlist/wishlist/00db612b-1fe3-4e6c-8c35-78eacd9a4760,1,0,100.75355899971328,100.75355899971328,100.75355899971328,100.75355899971328,150.0,0.0016672755464922585,0.0,100,100,100,100,100,100,100,100,100,100,100
PUT,/wishlist/wishlist/00db612b-1fe3-4e6c-8c35-78eacd9a4760,1,0,307.68198700025096,307.68198700025096,307.68198700025096,307.68198700025096,113.0,0.0016672755464922585,0.0,310,310,310,310,310,310,310,310,310,310,310
DELETE,/wishlist/wishlist/00e7a311-6695-4aae-a798-e0e5c9cca8d9,1,0,2409.6063140023034,2409.6063140023034,2409.6063140023034,2409.6063140023034,205.0,0.0016672755464922585,0.0,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400
GET,/wishlist/wishlist/00e7a311-6695-4aae-a798-e0e5c9cca8d9,1,0,16188.631837001594,16188.631837001594,16188.631837001594,16188.631837001594,150.0,0.0016672755464922585,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
PUT,/wishlist/wishlist/00e7a311-6695-4aae-a798-e0e5c9cca8d9,1,1,2068.008283000381,2068.008283000381,2068.008283000381,2068.008283000381,27.0,0.0016672755464922585,0.0016672755464922585,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
DELETE,/wishlist/wishlist/00f54442-c416-45ff-9d32-601582294b57,1,0,468.0506820004666,468.0506820004666,468.0506820004666,468.0506820004666,213.0,0.0016672755464922585,0.0,470,470,470,470,470,470,470,470,470,470,470
GET,/wishlist/wishlist/00f54442-c416-45ff-9d32-601582294b57,1,0,1037.2985330031952,1037.2985330031952,1037.2985330031952,1037.2985330031952,150.0,0.0016672755464922585,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
PUT,/wishlist/wishlist/00f54442-c416-45ff-9d32-601582294b57,1,0,444.64833800157066,444.64833800157066,444.64833800157066,444.64833800157066,113.0,0.0016672755464922585,0.0,440,440,440,440,440,440,440,440,440,440,440
DELETE,/wishlist/wishlist/0105d973-bf31-4883-a5a1-bd84300cb156,1,0,13360.964391999005,13360.964391999005,13360.964391999005,13360.964391999005,213.0,0.0016672755464922585,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/wishlist/wishlist/0105d973-bf31-4883-a5a1-bd84300cb156,1,0,3268.658996999875,3268.658996999875,3268.658996999875,3268.658996999875,150.0,0.0016672755464922585,0.0,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300
PUT,/wishlist/wishlist/0105d973-bf31-4883-a5a1-bd84300cb156,1,0,591.5850780002074,591.5850780002074,591.5850780002074,591.5850780002074,113.0,0.0016672755464922585,0.0,590,590,590,590,590,590,590,590,590,590,590
DELETE,/wishlist/wishlist/01088951-ad24-451c-812c-7c664a071193,1,0,436.2336479971418,436.2336479971418,436.2336479971418,436.2336479971418,213.0,0.0016672755464922585,0.0,440,440,440,440,440,440,440,440,440,440,440
GET,/wishlist/wishlist/01088951-ad24-451c-812c-7c664a071193,1,0,532.5269530003425,532.5269530003425,532.5269530003425,532.5269530003425,150.0,0.0016672755464922585,0.0,530,530,530,530,530,530,530,530,530,530,530
PUT,/wishlist/wishlist/01088951-ad24-451c-812c-7c664a071193,1,0,14698.740438998357,14698.740438998357,14698.740438998357,14698.740438998357,113.0,0.0016672755464922585,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
DELETE,/wishlist/wishlist/011c4d54-0e1a-4ea0-ac90-47ef9ff61b57,1,0,396.5262090023316,396.5262090023316,396.5262090023316,396.5262090023316,213.0,0.0016672755464922585,0.0,400,400,400,400,400,400,400,400,400,400,400
GET,/wishlist/wishlist/011c4d54-0e1a-4ea0-ac90-47ef9ff61b57,1,0,640.9410450032738,640.9410450032738,640.9410450032738,640.9410450032738,150.0,0.0016672755464922585,0.0,640,640,640,640,640,640,640,640,640,640,640
PUT,/wishlist/wishlist/011c4d54-0e1a-4ea0-ac90-47ef9ff61b57,1,0,654.9778560001869,654.9778560001869,654.9778560001869,654.9778560001869,113.0,0.0016672755464922585,0.0,650,650,650,650,650,650,650,650,650,650,650
DELETE,/wishlist/wishlist/013232b6-bca5-400e-944f-3bc0f8df1907,1,1,11056.031600997812,11056.031600997812,11056.031600997812,11056.031600997812,167.0,0.0016672755464922585,0.0016672755464922585,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,/wishlist/wishlist/013232b6-bca5-400e-944f-3bc0f8df1907,1,0,401.15474900085246,401.15474900085246,401.15474900085246,401.15474900085246,150.0,0.0016672755464922585,0.0,400,400,400,400,400,400,400,400,400,400,400
PUT,/wishlist/wishlist/013232b6-bca5-400e-944f-3bc0f8df1907,1,0,6930.974758997763,6930.974758997763,6930.974758997763,6930.974758997763,113.0,0.0016672755464922585,0.0,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900
DELETE,/wishlist/wishlist/013fa245-4784-478b-8b2a-98a2a2f185f3,1,0,102.95911099819932,102.95911099819932,102.95911099819932,102.95911099819932,213.0,0.0016672755464922585,0.0,100,100,100,100,100,100,100,100,100,100,100
GET,/wishlist/wishlist/013fa245-4784-478b-8b2a-98a2a2f185f3,1,0,159.17012700083433,159.17012700083433,159.17012700083433,159.17012700083433,150.0,0.0016672755464922585,0.0,160,160,160,160,160,160,160,160,160,160,160
PUT,/wishlist/wishlist/013fa245-4784-478b-8b2a-98a2a2f185f3,1,0,148.96210900042206,148.96210900042206,148.96210900042206,148.96210900042206,113.0,0.0016672755464922585,0.0,150,150,150,150,150,150,150,150,150,150,150
DELETE,/wishlist/wishlist/0144f291-a832-4d98-bcfb-f4fbd2b2b59d,1,0,2681.0133590006444,2681.0133590006444,2681.0133590006444,2681.0133590006444,213.0,0.0016672755464922585,0.0,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
GET,/wishlist/wishlist/0144f291-a832-4d98-bcfb-f4fbd2b2b59d,1,0,204.51657000012347,204.51657000012347,204.51657000012347,204.51657000012347,150.0,0.0016672755464922585,0.0,200,200,200,200,200,200,200,200,200,200,200
PUT,/wishlist/wishlist/0144f291-a832-4d98-bcfb-f4fbd2b2b59d,1,0,977.5764170008188,977.5764170008188,977.5764170008188,977.5764170008188,113.0,0.0016672755464922585,0.0,980,980,980,980,980,980,980,980,980,980,980
DELETE,/wishlist/wishlist/018250c5-2182-471a-82bb-1c242c66c336,1,0,18571.131279997644,18571.131279997644,18571.131279997644,18571.131279997644,213.0,0.0016672755464922585,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,/wishlist/wishlist/018250c5-2182-471a-82bb-1c242c66c336,1,0,55.06764500023564,55.06764500023564,55.06764500023564,55.06764500023564,150.0,0.0016672755464922585,0.0,55,55,55,55,55,55,55,55,55,55,55
PUT,/wishlist/wishlist/018250c5-2182-471a-82bb-1c242c66c336,1,0,10935.216375997697,10935.216375997697,10935.216375997697,10935.216375997697,113.0,0.0016672755464922585,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
DELETE,/wishlist/wishlist/0189b1a9-0d1c-407c-aa98-1758fc6e719b,1,0,3498.049699999683,3498.049699999683,3498.049699999683,3498.049699999683,213.0,0.0016672755464922585,0.0,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500
GET,/wishlist/wishlist/0189b1a9-0d1c-407c-aa98-1758fc6e719b,1,0,555.0254549998499,555.0254549998499,555.0254549998499,555.0254549998499,150.0,0.0016672755464922585,0.0,560,560,560,560,560,560,560,560,560,560,560
PUT,/wishlist/wishlist/0189b1a9-0d1c-407c-aa98-1758fc6e719b,1,0,1273.0590850005683,1273.0590850005683,1273.0590850005683,1273.0590850005683,113.0,0.0016672755464922585,0.0,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
DELETE,/wishlist/wishlist/018b9609-822f-41b7-a6f2-a8b00eee58cd,1,0,37.87911799736321,37.87911799736321,37.87911799736321,37.87911799736321,213.0,0.0016672755464922585,0.0,38,38,38,38,38,38,38,38,38,38,38
GET,/wishlist/wishlist/018b9609-822f-41b7-a6f2-a8b00eee58cd,1,0,100.16381199966418,100.16381199966418,100.16381199966418,100.16381199966418,150.0,0.0016672755464922585,0.0,100,100,100,100,100,100,100,100,100,100,100
