Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/product,2336,5,53,74.67781778467183,3.384038000149303,702.0181660000162,263.4349315068493,3.898151676744701,0.008343646568374788,53,63,72,82,130,160,280,360,640,700,700
POST,/user/login,2338,237,1000.0,1323.3337763742572,28.060827000444988,12387.953288000062,243.61377245508982,3.901489135372051,0.39548884734096496,1000,1500,1900,2200,2900,3400,4100,4500,7300,12000,12000
POST,/user/register,2353,202,1300.0,2004.2672836850907,6.151969000711688,15996.590523999657,261.571185720357,3.9265200750771756,0.3370833213623414,1300,2100,2700,3100,4900,6700,7700,8400,11000,16000,16000
GET,/wishlist,2303,193,160.0,430.54286122318786,32.980991999465914,11392.985683000006,179.51715154146765,3.8430836093934277,0.32206475753926683,160,350,530,700,1200,1700,2100,2500,9400,11000,11000
POST,/wishlist,2311,220,190.0,461.7267999337925,2.8434050000214484,12818.097885000498,187.89138900908696,3.8564334439028274,0.36712044900849067,190,380,560,690,1200,1700,2200,2900,9400,13000,13000
DELETE,/wishlist/00004b5d-0702-40e3-ac04-84fc70abad6c,1,0,55.41825299951597,55.41825299951597,55.41825299951597,55.41825299951597,213.0,0.0016687293136749576,0.0,55,55,55,55,55,55,55,55,55,55,55
GET,/wishlist/00004b5d-0702-40e3-ac04-84fc70abad6c,1,0,105.26216400012345,105.26216400012345,105.26216400012345,105.26216400012345,150.0,0.0016687293136749576,0.0,110,110,110,110,110,110,110,110,110,110,110
PUT,/wishlist/00004b5d-0702-40e3-ac04-84fc70abad6c,1,0,36.71478799969918,36.71478799969918,36.71478799969918,36.71478799969918,113.0,0.0016687293136749576,0.0,37,37,37,37,37,37,37,37,37,37,37
DELETE,/wishlist/000a8879-e639-4d3a-8e8c-1e56461f99e0,1,0,49.29682999954821,49.29682999954821,49.29682999954821,49.29682999954821,213.0,0.0016687293136749576,0.0,49,49,49,49,49,49,49,49,49,49,49
GET,/wishlist/000a8879-e639-4d3a-8e8c-1e56461f99e0,1,0,50.32683899935364,50.32683899935364,50.32683899935364,50.32683899935364,150.0,0.0016687293136749576,0.0,50,50,50,50,50,50,50,50,50,50,50
PUT,/wishlist/000a8879-e639-4d3a-8e8c-1e56461f99e0,1,0,87.43684199998825,87.43684199998825,87.43684199998825,87.43684199998825,113.0,0.0016687293136749576,0.0,87,87,87,87,87,87,87,87,87,87,87
DELETE,/wishlist/001e536b-0dff-4e9b-a623-9a6140853146,1,0,35.84674800003995,35.84674800003995,35.84674800003995,35.84674800003995,213.0,0.0016687293136749576,0.0,36,36,36,36,36,36,36,36,36,36,36
GET,/wishlist/001e536b-0dff-4e9b-a623-9a6140853146,1,0,111.88853899966489,111.88853899966489,111.88853899966489,111.88853899966489,150.0,0.0016687293136749576,0.0,110,110,110,110,110,110,110,110,110,110,110
PUT,/wishlist/001e536b-0dff-4e9b-a623-9a6140853146,1,0,83.15640199998597,83.15640199998597,83.15640199998597,83.15640199998597,113.0,0.0016687293136749576,0.0,83,83,83,83,83,83,83,83,83,83,83
DELETE,/wishlist/0031c868-7dbf-46a0-98da-6a4684f08495,1,1,450.8597659996667,450.8597659996667,450.8597659996667,450.8597659996667,167.0,0.0016687293136749576,0.0016687293136749576,450,450,450,450,450,450,450,450,450,450,450
GET,/wishlist/0031c868-7dbf-46a0-98da-6a4684f08495,1,1,2381.5954940000665,2381.5954940000665,2381.5954940000665,2381.5954940000665,27.0,0.0016687293136749576,0.0016687293136749576,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400
PUT,/wishlist/0031c868-7dbf-46a0-98da-6a4684f08495,1,0,199.25344599960226,199.25344599960226,199.25344599960226,199.25344599960226,113.0,0.0016687293136749576,0.0,200,200,200,200,200,200,200,200,200,200,200
DELETE,/wishlist/00374dfb-e2d3-4bec-ae8d-9462ce5a6d13,1,1,721.0399980003785,721.0399980003785,721.0399980003785,721.0399980003785,167.0,0.0016687293136749576,0.0016687293136749576,720,720,720,720,720,720,720,720,720,720,720
GET,/wishlist/00374dfb-e2d3-4bec-ae8d-9462ce5a6d13,1,0,1625.115722999908,1625.115722999908,1625.115722999908,1625.115722999908,150.0,0.0016687293136749576,0.0,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
PUT,/wishlist/00374dfb-e2d3-4bec-ae8d-9462ce5a6d13,1,1,8202.780864000488,8202.780864000488,8202.780864000488,8202.780864000488,27.0,0.0016687293136749576,0.0016687293136749576,8200,8200,8200,8200,8200,8200,8200,8200,8200,8200,8200
DELETE,/wishlist/004e24f1-b78b-4ea8-8d2d-e994acedb6da,1,0,488.73568900035025,488.73568900035025,488.73568900035025,488.73568900035025,213.0,0.0016687293136749576,0.0,490,490,490,490,490,490,490,490,490,490,490
GET,/wishlist/004e24f1-b78b-4ea8-8d2d-e994acedb6da,1,0,392.6642359992911,392.6642359992911,392.6642359992911,392.6642359992911,150.0,0.0016687293136749576,0.0,390,390,390,390,390,390,390,390,390,390,390
PUT,/wishlist/004e24f1-b78b-4ea8-8d2d-e994acedb6da,1,0,43.83971799961728,43.83971799961728,43.83971799961728,43.83971799961728,113.0,0.0016687293136749576,0.0,44,44,44,44,44,44,44,44,44,44,44
