Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/product,907,214,120.0,5502.815627732124,6.099411999457516,75004.92917300289,201.7111356119074,1.5127711006862241,0.356927249776022,120,760,8600,13000,22000,27000,29000,32000,75000,75000,75000
POST,/user/login,929,224,370.0,3133.6102322530355,26.83173299737973,31757.379582002613,205.92787944025835,1.549464556270675,0.3736060932234997,370,480,690,940,15000,21000,28000,28000,32000,32000,32000
POST,/user/register,942,234,530.0,5578.404457126314,12.765227002091706,75008.02171999749,211.62420382165604,1.571147052752396,0.39028493667097736,530,1100,8300,14000,21000,25000,28000,32000,75000,75000,75000
GET,/wishlist,792,92,44,2243.8630097096434,31.99538700209814,31758.150591998856,166.45075757575756,1.320964401040231,0.15344535971679452,45,77,110,150,11000,20000,26000,28000,32000,32000,32000
POST,/wishlist,803,148,97,4054.5844046998495,32.10727599798702,75002.34063599783,167.41843088418432,1.3393111288324564,0.24684688302266944,97,260,820,5400,19000,23000,28000,28000,75000,75000,75000
DELETE,/wishlist/0057aa23-0a5f-4211-a753-e00e63d0b915,2,2,38,6416.03997600032,37.59377499955008,12794.48617700109,83.5,0.003335768689495533,0.003335768689495533,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/wishlist/0057aa23-0a5f-4211-a753-e00e63d0b915,2,1,100.1796389973606,6059.046355998362,100.1796389973606,12017.913072999363,75.0,0.003335768689495533,0.0016678843447477665,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
PUT,/wishlist/0057aa23-0a5f-4211-a753-e00e63d0b915,2,1,95,5666.54274100074,94.89116899931105,11238.194313002168,56.5,0.003335768689495533,0.0016678843447477665,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
DELETE,/wishlist/006737cc-2639-4279-a073-2668a6274d3a,3,2,42,61.21676199957923,41.121649999695364,100.50746599881677,92.33333333333333,0.0050036530342432994,0.003335768689495533,42,42,100,100,100,100,100,100,100,100,100
GET,/wishlist/006737cc-2639-4279-a073-2668a6274d3a,3,2,36,53.056601333082654,34.88069700324559,88.45596999890404,70.66666666666667,0.0050036530342432994,0.003335768689495533,36,36,88,88,88,88,88,88,88,88,88
PUT,/wishlist/006737cc-2639-4279-a073-2668a6274d3a,3,0,110.0,90.2590753333546,33.23532300055376,129.62592900294112,37.666666666666664,0.0050036530342432994,0.0,110,110,130,130,130,130,130,130,130,130,130
DELETE,/wishlist/00d1afc5-a1d4-43cf-9a5d-2676eae6f39d,1,0,39.900657000544015,39.900657000544015,39.900657000544015,39.900657000544015,213.0,0.0016678843447477665,0.0,40,40,40,40,40,40,40,40,40,40,40
GET,/wishlist/00d1afc5-a1d4-43cf-9a5d-2676eae6f39d,1,0,43.513642998732394,43.513642998732394,43.513642998732394,43.513642998732394,150.0,0.0016678843447477665,0.0,44,44,44,44,44,44,44,44,44,44,44
