Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/auth/user/login,3255,518,2600.0,8945.693265440854,27.587630997004453,60036.539465001624,231.92718894009218,5.432382282687358,0.8645081482126117,2600,9600,15000,18000,25000,31000,47000,50000,53000,60000,60000
POST,/auth/user/register,3405,482,5100.0,18831.08943549721,28.050177001205157,60532.88154499751,261.5233480176211,5.6827224800462215,0.8044265008464843,5100,26000,36000,44000,60000,60000,60000,60000,60000,61000,61000
GET,/products/product,3254,0,30,41.341605168104316,26.37848399899667,625.6348560000333,264.0,5.4307133480382985,0.0,30,32,34,37,53,96,180,270,520,630,630
GET,/wishlist/wishlist,2977,103,430.0,2836.8521237830373,34.36293499908061,84967.57209600037,196.6476318441384,4.968418450248929,0.17190026885308687,430,1100,2400,3600,9300,15000,24000,27000,43000,85000,85000
POST,/wishlist/wishlist,3034,122,500.0,2894.1140396578407,34.24427500067395,60070.07854100084,197.88628872775215,5.063547725245297,0.2036100271852097,500,1300,2500,4200,9400,15000,24000,28000,32000,60000,60000
DELETE,/wishlist/wishlist/00271819-5be1-4a49-aa70-81eaf815ec8c,1,0,9920.871745998738,9920.871745998738,9920.871745998738,9920.871745998738,213.0,0.001668934649059096,0.0,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900
GET,/wishlist/wishlist/00271819-5be1-4a49-aa70-81eaf815ec8c,1,0,14865.856574000645,14865.856574000645,14865.856574000645,14865.856574000645,150.0,0.001668934649059096,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
PUT,/wishlist/wishlist/00271819-5be1-4a49-aa70-81eaf815ec8c,1,0,8735.797296998498,8735.797296998498,8735.797296998498,8735.797296998498,113.0,0.001668934649059096,0.0,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700
DELETE,/wishlist/wishlist/0059633d-3dde-40f3-a2d0-079854956c58,1,0,101.76140900148312,101.76140900148312,101.76140900148312,101.76140900148312,213.0,0.001668934649059096,0.0,100,100,100,100,100,100,100,100,100,100,100
GET,/wishlist/wishlist/0059633d-3dde-40f3-a2d0-079854956c58,1,0,63.666398000350455,63.666398000350455,63.666398000350455,63.666398000350455,150.0,0.001668934649059096,0.0,64,64,64,64,64,64,64,64,64,64,64
PUT,/wishlist/wishlist/0059633d-3dde-40f3-a2d0-079854956c58,1,0,36.62548499778495,36.62548499778495,36.62548499778495,36.62548499778495,113.0,0.001668934649059096,0.0,37,37,37,37,37,37,37,37,37,37,37
DELETE,/wishlist/wishlist/0065b30c-cdd9-449f-9811-9a67c3b97143,1,0,39.15463199882652,39.15463199882652,39.15463199882652,39.15463199882652,213.0,0.001668934649059096,0.0,39,39,39,39,39,39,39,39,39,39,39
GET,/wishlist/wishlist/0065b30c-cdd9-449f-9811-9a67c3b97143,1,0,103.15578399968217,103.15578399968217,103.15578399968217,103.15578399968217,150.0,0.001668934649059096,0.0,100,100,100,100,100,100,100,100,100,100,100
PUT,/wishlist/wishlist/0065b30c-cdd9-449f-9811-9a67c3b97143,1,0,91.26283699879423,91.26283699879423,91.26283699879423,91.26283699879423,113.0,0.001668934649059096,0.0,91,91,91,91,91,91,91,91,91,91,91
DELETE,/wishlist/wishlist/009d7e54-db68-43a8-9c8d-09dcfc3db4b8,1,0,674.7066190000623,674.7066190000623,674.7066190000623,674.7066190000623,213.0,0.001668934649059096,0.0,670,670,670,670,670,670,670,670,670,670,670
GET,/wishlist/wishlist/009d7e54-db68-43a8-9c8d-09dcfc3db4b8,1,0,73.31264300228213,73.31264300228213,73.31264300228213,73.31264300228213,150.0,0.001668934649059096,0.0,73,73,73,73,73,73,73,73,73,73,73
PUT,/wishlist/wishlist/009d7e54-db68-43a8-9c8d-09dcfc3db4b8,1,0,84.94410600178526,84.94410600178526,84.94410600178526,84.94410600178526,113.0,0.001668934649059096,0.0,85,85,85,85,85,85,85,85,85,85,85
DELETE,/wishlist/wishlist/00ae2cbd-1dd7-44ca-b00a-bf3e54c771ed,1,0,9519.385501000215,9519.385501000215,9519.385501000215,9519.385501000215,213.0,0.001668934649059096,0.0,9500,9500,9500,9500,9500,9500,9500,9500,9500,9500,9500
GET,/wishlist/wishlist/00ae2cbd-1dd7-44ca-b00a-bf3e54c771ed,1,0,1027.5762060009583,1027.5762060009583,1027.5762060009583,1027.5762060009583,150.0,0.001668934649059096,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
PUT,/wishlist/wishlist/00ae2cbd-1dd7-44ca-b00a-bf3e54c771ed,1,0,19137.806679998903,19137.806679998903,19137.806679998903,19137.806679998903,113.0,0.001668934649059096,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
DELETE,/wishlist/wishlist/00b55bf3-05ca-44ae-955c-76052f687c72,1,0,38.56383300080779,38.56383300080779,38.56383300080779,38.56383300080779,213.0,0.001668934649059096,0.0,39,39,39,39,39,39,39,39,39,39,39
GET,/wishlist/wishlist/00b55bf3-05ca-44ae-955c-76052f687c72,1,0,74.17644200177165,74.17644200177165,74.17644200177165,74.17644200177165,150.0,0.001668934649059096,0.0,74,74,74,74,74,74,74,74,74,74,74
PUT,/wishlist/wishlist/00b55bf3-05ca-44ae-955c-76052f687c72,1,0,37.398614000267116,37.398614000267116,37.398614000267116,37.398614000267116,113.0,0.001668934649059096,0.0,37,37,37,37,37,37,37,37,37,37,37
DELETE,/wishlist/wishlist/00bcca4d-77d3-46ca-8f52-cf3e9104b202,1,0,808.983958000681,808.983958000681,808.983958000681,808.983958000681,213.0,0.001668934649059096,0.0,810,810,810,810,810,810,810,810,810,810,810
GET,/wishlist/wishlist/00bcca4d-77d3-46ca-8f52-cf3e9104b202,1,0,1003.6836580002273,1003.6836580002273,1003.6836580002273,1003.6836580002273,150.0,0.001668934649059096,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
PUT,/wishlist/wishlist/00bcca4d-77d3-46ca-8f52-cf3e9104b202,1,0,226.78562500004773,226.78562500004773,226.78562500004773,226.78562500004773,113.0,0.001668934649059096,0.0,230,230,230,230,230,230,230,230,230,230,230
DELETE,/wishlist/wishlist/00c55f6b-e448-4aaa-a188-f0e6c0c33873,1,0,95.65787999963504,95.65787999963504,95.65787999963504,95.65787999963504,213.0,0.001668934649059096,0.0,96,96,96,96,96,96,96,96,96,96,96
GET,/wishlist/wishlist/00c55f6b-e448-4aaa-a188-f0e6c0c33873,1,0,84.49394900162588,84.49394900162588,84.49394900162588,84.49394900162588,150.0,0.001668934649059096,0.0,84,84,84,84,84,84,84,84,84,84,84
PUT,/wishlist/wishlist/00c55f6b-e448-4aaa-a188-f0e6c0c33873,1,0,914.8733600013657,914.8733600013657,914.8733600013657,914.8733600013657,113.0,0.001668934649059096,0.0,910,910,910,910,910,910,910,910,910,910,910
DELETE,/wishlist/wishlist/00f841ba-03bd-4c43-9df2-488dc4df20fe,1,0,945.653583999956,945.653583999956,945.653583999956,945.653583999956,213.0,0.001668934649059096,0.0,950,950,950,950,950,950,950,950,950,950,950
GET,/wishlist/wishlist/00f841ba-03bd-4c43-9df2-488dc4df20fe,1,0,738.2673110005271,738.2673110005271,738.2673110005271,738.2673110005271,150.0,0.001668934649059096,0.0,740,740,740,740,740,740,740,740,740,740,740
PUT,/wishlist/wishlist/00f841ba-03bd-4c43-9df2-488dc4df20fe,1,0,450.9528569997201,450.9528569997201,450.9528569997201,450.9528569997201,113.0,0.001668934649059096,0.0,450,450,450,450,450,450,450,450,450,450,450
GET,/wishlist/wishlist/00ff7d2e-b0c5-4774-8fbf-424333dd769e,1,0,639.1718049999326,639.1718049999326,639.1718049999326,639.1718049999326,150.0,0.001668934649059096,0.0,640,640,640,640,640,640,640,640,640,640,640
DELETE,/wishlist/wishlist/016252e5-3cb4-4cff-8ae2-06b0d50cbb4a,1,0,1621.6047320012876,1621.6047320012876,1621.6047320012876,1621.6047320012876,213.0,0.001668934649059096,0.0,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
GET,/wishlist/wishlist/016252e5-3cb4-4cff-8ae2-06b0d50cbb4a,1,0,4954.458560998319,4954.458560998319,4954.458560998319,4954.458560998319,150.0,0.001668934649059096,0.0,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
PUT,/wishlist/wishlist/016252e5-3cb4-4cff-8ae2-06b0d50cbb4a,1,0,3221.600043998478,3221.600043998478,3221.600043998478,3221.600043998478,113.0,0.001668934649059096,0.0,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200
DELETE,/wishlist/wishlist/0187306b-a3e2-4a41-b6bc-7ac565bafa07,1,0,79.68974200048251,79.68974200048251,79.68974200048251,79.68974200048251,213.0,0.001668934649059096,0.0,80,80,80,80,80,80,80,80,80,80,80
