Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/product,2510,9,49,106.44145231753177,2.2546980035258457,608.9726889986196,263.0533864541833,4.189889250577511,0.01502350727298709,49,57,75,200,320,350,380,390,460,610,610
POST,/user/login,2511,149,1600.0,2495.674448036725,14.138429003651254,13302.838912997686,253.28952608522502,4.191558529163398,0.2487225092972307,1600,2700,3400,4000,6400,8100,9900,11000,13000,13000,13000
POST,/user/register,2534,125,2100.0,3613.5672036449373,6.948904003365897,16899.84643900243,268.73914759273873,4.22995193663881,0.2086598232359318,2100,4300,5700,6600,9400,11000,13000,14000,16000,17000,17000
GET,/wishlist,2327,77,210.0,1257.8442084311007,7.824237996828742,11251.24670399964,193.3304684142673,3.8844112693601063,0.12853445111333398,210,560,1200,2000,4600,6700,8700,9500,10000,11000,11000
POST,/wishlist,2397,117,360.0,1272.221297313233,6.22519500029739,15547.693159998744,195.92866082603254,4.0012607703722285,0.19530559454883217,360,700,1200,1800,4500,6400,8600,9600,11000,16000,16000
DELETE,/wishlist/0047e500-ab8b-486b-b2a8-a2379cf2058c,1,0,32.850119001523126,32.850119001523126,32.850119001523126,32.850119001523126,213.0,0.0016692785858874544,0.0,33,33,33,33,33,33,33,33,33,33,33
GET,/wishlist/0047e500-ab8b-486b-b2a8-a2379cf2058c,1,0,200.48050899640657,200.48050899640657,200.48050899640657,200.48050899640657,150.0,0.0016692785858874544,0.0,200,200,200,200,200,200,200,200,200,200,200
PUT,/wishlist/0047e500-ab8b-486b-b2a8-a2379cf2058c,1,0,301.9759610033361,301.9759610033361,301.9759610033361,301.9759610033361,113.0,0.0016692785858874544,0.0,300,300,300,300,300,300,300,300,300,300,300
DELETE,/wishlist/007b1e4e-f13f-4278-ab63-62f4ca04312d,1,0,120.92430699703982,120.92430699703982,120.92430699703982,120.92430699703982,213.0,0.0016692785858874544,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/wishlist/007b1e4e-f13f-4278-ab63-62f4ca04312d,1,0,144.1919950011652,144.1919950011652,144.1919950011652,144.1919950011652,150.0,0.0016692785858874544,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/wishlist/007b1e4e-f13f-4278-ab63-62f4ca04312d,1,0,1027.9512590059312,1027.9512590059312,1027.9512590059312,1027.9512590059312,113.0,0.0016692785858874544,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
DELETE,/wishlist/0091f56a-6f35-44e4-91fa-fe2787593b12,1,0,3159.2079360052594,3159.2079360052594,3159.2079360052594,3159.2079360052594,213.0,0.0016692785858874544,0.0,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200
GET,/wishlist/0091f56a-6f35-44e4-91fa-fe2787593b12,1,0,196.27610500174342,196.27610500174342,196.27610500174342,196.27610500174342,150.0,0.0016692785858874544,0.0,200,200,200,200,200,200,200,200,200,200,200
PUT,/wishlist/0091f56a-6f35-44e4-91fa-fe2787593b12,1,0,694.9601160013117,694.9601160013117,694.9601160013117,694.9601160013117,113.0,0.0016692785858874544,0.0,690,690,690,690,690,690,690,690,690,690,690
DELETE,/wishlist/0099b1c2-1e47-45cc-93b6-81f90fc25c32,1,0,5782.774152998172,5782.774152998172,5782.774152998172,5782.774152998172,213.0,0.0016692785858874544,0.0,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800
GET,/wishlist/0099b1c2-1e47-45cc-93b6-81f90fc25c32,1,0,146.41767300054198,146.41767300054198,146.41767300054198,146.41767300054198,150.0,0.0016692785858874544,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,/wishlist/0099b1c2-1e47-45cc-93b6-81f90fc25c32,1,0,6858.347553003114,6858.347553003114,6858.347553003114,6858.347553003114,113.0,0.0016692785858874544,0.0,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900,6900
DELETE,/wishlist/00b5ad5a-5b14-4056-8577-3f8cf9c034bd,1,0,249.87769699509954,249.87769699509954,249.87769699509954,249.87769699509954,213.0,0.0016692785858874544,0.0,250,250,250,250,250,250,250,250,250,250,250
GET,/wishlist/00b5ad5a-5b14-4056-8577-3f8cf9c034bd,1,0,4552.704911002365,4552.704911002365,4552.704911002365,4552.704911002365,150.0,0.0016692785858874544,0.0,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600
PUT,/wishlist/00b5ad5a-5b14-4056-8577-3f8cf9c034bd,1,0,8681.13937399903,8681.13937399903,8681.13937399903,8681.13937399903,113.0,0.0016692785858874544,0.0,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700
DELETE,/wishlist/00cc9f9f-c1fa-45ad-a3e1-1129de30e601,1,0,35.21574399928795,35.21574399928795,35.21574399928795,35.21574399928795,213.0,0.0016692785858874544,0.0,35,35,35,35,35,35,35,35,35,35,35
GET,/wishlist/00cc9f9f-c1fa-45ad-a3e1-1129de30e601,1,1,35.28743499919074,35.28743499919074,35.28743499919074,35.28743499919074,31.0,0.0016692785858874544,0.0016692785858874544,35,35,35,35,35,35,35,35,35,35,35
PUT,/wishlist/00cc9f9f-c1fa-45ad-a3e1-1129de30e601,1,0,42.01271499914583,42.01271499914583,42.01271499914583,42.01271499914583,113.0,0.0016692785858874544,0.0,42,42,42,42,42,42,42,42,42,42,42
DELETE,/wishlist/0101bef4-8898-4520-a904-7a034c2f7eac,1,0,353.12625400547404,353.12625400547404,353.12625400547404,353.12625400547404,213.0,0.0016692785858874544,0.0,350,350,350,350,350,350,350,350,350,350,350
GET,/wishlist/0101bef4-8898-4520-a904-7a034c2f7eac,1,0,1014.5763219989021,1014.5763219989021,1014.5763219989021,1014.5763219989021,150.0,0.0016692785858874544,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
