Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/auth/user/login,2634,294,1900.0,2388.8728851301667,24.442813999485224,27297.769389999303,243.15717539863326,4.397806465138942,0.4908713366555994,1900,2600,3200,3600,5000,6900,9000,10000,22000,27000,27000
POST,/auth/user/register,2654,171,2600.0,3904.8095521423916,15.617009001289262,37369.18087799859,267.9837980406933,4.431199073074697,0.28550679785070576,2600,4300,5600,6300,8900,12000,16000,19000,27000,37000,37000
GET,/products/product,2634,0,25,28.697283469979194,20.22355100052664,313.893646998622,264.0,4.397806465138942,0.0,25,26,28,29,35,44,68,120,300,310,310
GET,/wishlist/wishlist,2560,172,370.0,1058.656293478171,30.175080999470083,14613.563091999822,186.6875,4.274253815776648,0.28717642824749356,370,730,1100,1500,2800,5400,7400,8800,14000,15000,15000
POST,/wishlist/wishlist,2581,185,380.0,1027.2312715881167,29.40088000104879,11645.65779899931,192.24137931034483,4.309316054109191,0.30888162340573433,380,760,1200,1500,2600,4600,7500,8300,12000,12000,12000
DELETE,/wishlist/wishlist/0024839c-2e24-461c-983c-dbf05b1ac1af,1,0,98.00973800156498,98.00973800156498,98.00973800156498,98.00973800156498,213.0,0.0016696303967877531,0.0,98,98,98,98,98,98,98,98,98,98,98
GET,/wishlist/wishlist/0024839c-2e24-461c-983c-dbf05b1ac1af,1,0,38.14857299948926,38.14857299948926,38.14857299948926,38.14857299948926,150.0,0.0016696303967877531,0.0,38,38,38,38,38,38,38,38,38,38,38
PUT,/wishlist/wishlist/0024839c-2e24-461c-983c-dbf05b1ac1af,1,0,86.75540900003398,86.75540900003398,86.75540900003398,86.75540900003398,113.0,0.0016696303967877531,0.0,87,87,87,87,87,87,87,87,87,87,87
DELETE,/wishlist/wishlist/0031455c-5722-47b6-937f-d56c05655f0d,1,0,67.55798599988339,67.55798599988339,67.55798599988339,67.55798599988339,213.0,0.0016696303967877531,0.0,68,68,68,68,68,68,68,68,68,68,68
GET,/wishlist/wishlist/0031455c-5722-47b6-937f-d56c05655f0d,1,0,96.12565499992343,96.12565499992343,96.12565499992343,96.12565499992343,150.0,0.0016696303967877531,0.0,96,96,96,96,96,96,96,96,96,96,96
PUT,/wishlist/wishlist/0031455c-5722-47b6-937f-d56c05655f0d,1,0,36.51175000049989,36.51175000049989,36.51175000049989,36.51175000049989,113.0,0.0016696303967877531,0.0,37,37,37,37,37,37,37,37,37,37,37
DELETE,/wishlist/wishlist/0067530b-4770-4dec-874d-e8c0f6492317,1,0,6192.898307999712,6192.898307999712,6192.898307999712,6192.898307999712,213.0,0.0016696303967877531,0.0,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200
GET,/wishlist/wishlist/0067530b-4770-4dec-874d-e8c0f6492317,1,0,1104.714861998218,1104.714861998218,1104.714861998218,1104.714861998218,150.0,0.0016696303967877531,0.0,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
PUT,/wishlist/wishlist/0067530b-4770-4dec-874d-e8c0f6492317,1,0,1335.7044820004376,1335.7044820004376,1335.7044820004376,1335.7044820004376,113.0,0.0016696303967877531,0.0,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
