Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/auth/user/login,2692,207,1500.0,2686.297764534535,28.148467999926652,36262.3416990009,251.18982169390787,4.4926215097795685,0.3454578946970173,1500,2700,3800,4600,7400,9400,11000,12000,16000,36000,36000
POST,/auth/user/register,2726,121,1600.0,4478.712623268522,30.188007000106154,60029.0095979999,272.4068231841526,4.549363386203233,0.20193432491951255,1600,3600,6300,8200,14000,18000,22000,23000,31000,60000,60000
GET,/products/product,2691,0,30,36.500072925300074,26.014575001681806,603.1019410002045,264.0,4.4909526310612256,0.0,30,31,32,33,41,57,130,210,460,600,600
GET,/wishlist/wishlist,2639,105,210.0,770.0772970549482,32.36384799856751,34506.528169999,194.44069723380068,4.404170937707385,0.1752322654260233,210,500,830,1100,1900,3400,5600,7400,12000,35000,35000
POST,/wishlist/wishlist,2657,115,250.0,811.8111032284635,33.458991998486454,23724.70507900107,197.29582235604065,4.434210754637561,0.19192105260945408,250,550,870,1200,2100,3500,5900,7300,11000,24000,24000
DELETE,/wishlist/wishlist/0004a256-7c65-4761-8a8c-f9a8ead0178e,1,0,400.43946799960395,400.43946799960395,400.43946799960395,400.43946799960395,213.0,0.001668878718343079,0.0,400,400,400,400,400,400,400,400,400,400,400
GET,/wishlist/wishlist/0004a256-7c65-4761-8a8c-f9a8ead0178e,1,0,895.0324950001232,895.0324950001232,895.0324950001232,895.0324950001232,150.0,0.001668878718343079,0.0,900,900,900,900,900,900,900,900,900,900,900
PUT,/wishlist/wishlist/0004a256-7c65-4761-8a8c-f9a8ead0178e,1,0,1340.3356079998048,1340.3356079998048,1340.3356079998048,1340.3356079998048,113.0,0.001668878718343079,0.0,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
DELETE,/wishlist/wishlist/001a741e-0367-4e60-b127-05d9946ca538,1,0,36.81319700081076,36.81319700081076,36.81319700081076,36.81319700081076,213.0,0.001668878718343079,0.0,37,37,37,37,37,37,37,37,37,37,37
GET,/wishlist/wishlist/001a741e-0367-4e60-b127-05d9946ca538,1,0,42.87383600058092,42.87383600058092,42.87383600058092,42.87383600058092,150.0,0.001668878718343079,0.0,43,43,43,43,43,43,43,43,43,43,43
PUT,/wishlist/wishlist/001a741e-0367-4e60-b127-05d9946ca538,1,0,211.65868799835152,211.65868799835152,211.65868799835152,211.65868799835152,113.0,0.001668878718343079,0.0,210,210,210,210,210,210,210,210,210,210,210
DELETE,/wishlist/wishlist/005abf39-342c-4e5e-aced-3de2856a9c66,1,0,264.34000600056606,264.34000600056606,264.34000600056606,264.34000600056606,213.0,0.001668878718343079,0.0,260,260,260,260,260,260,260,260,260,260,260
GET,/wishlist/wishlist/005abf39-342c-4e5e-aced-3de2856a9c66,1,0,272.49540999946475,272.49540999946475,272.49540999946475,272.49540999946475,150.0,0.001668878718343079,0.0,270,270,270,270,270,270,270,270,270,270,270
PUT,/wishlist/wishlist/005abf39-342c-4e5e-aced-3de2856a9c66,1,0,494.02876400017703,494.02876400017703,494.02876400017703,494.02876400017703,113.0,0.001668878718343079,0.0,490,490,490,490,490,490,490,490,490,490,490
