Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/auth/user/login,2761,962,460.0,788.500678051405,26.715142998000374,6371.14919799933,191.4954726548352,4.606664685685573,1.6050747655304312,460,820,1200,1400,1900,2400,3000,3500,5000,6400,6400
POST,/auth/user/register,2768,613,1000.0,1783.9781793359246,26.771125998493517,72210.02473599947,234.569725433526,4.6183440238962925,1.0227763318816574,1000,1600,1900,2200,3100,4000,5900,7300,71000,72000,72000
GET,/products/product,2761,0,30,35.7523406291144,25.638787999923807,382.8950099996291,264.0,4.606664685685573,0.0,30,31,32,34,45,69,100,130,280,380,380
GET,/wishlist/wishlist,2665,828,120.0,338.1498309065673,33.64499099916429,6261.231067997869,140.44352720450283,4.446490904509979,1.381498862639498,120,230,360,480,880,1300,2200,2900,5800,6300,6300
POST,/wishlist/wishlist,2675,787,150.0,356.2710513271376,33.71569999944768,6452.211795000039,152.63140186915888,4.463175673382436,1.3130913102624213,150,270,400,510,900,1300,2100,2700,5700,6500,6500
DELETE,/wishlist/wishlist/00039479-834d-4a6b-a813-0c690886aa7e,1,1,96.70556600030977,96.70556600030977,96.70556600030977,96.70556600030977,27.0,0.0016684768872457705,0.0016684768872457705,97,97,97,97,97,97,97,97,97,97,97
GET,/wishlist/wishlist/00039479-834d-4a6b-a813-0c690886aa7e,1,0,41.80330100280116,41.80330100280116,41.80330100280116,41.80330100280116,150.0,0.0016684768872457705,0.0,42,42,42,42,42,42,42,42,42,42,42
PUT,/wishlist/wishlist/00039479-834d-4a6b-a813-0c690886aa7e,1,0,139.7063380027248,139.7063380027248,139.7063380027248,139.7063380027248,113.0,0.0016684768872457705,0.0,140,140,140,140,140,140,140,140,140,140,140
GET,/wishlist/wishlist/00340f2c-b9fd-40dc-9df6-980d4e81202c,1,1,1154.6640879969345,1154.6640879969345,1154.6640879969345,1154.6640879969345,27.0,0.0016684768872457705,0.0016684768872457705,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
PUT,/wishlist/wishlist/00340f2c-b9fd-40dc-9df6-980d4e81202c,1,0,40.58021899982123,40.58021899982123,40.58021899982123,40.58021899982123,113.0,0.0016684768872457705,0.0,41,41,41,41,41,41,41,41,41,41,41
DELETE,/wishlist/wishlist/0059c852-248c-4970-9fb7-0371aea261a3,1,0,39.88504900189582,39.88504900189582,39.88504900189582,39.88504900189582,213.0,0.0016684768872457705,0.0,40,40,40,40,40,40,40,40,40,40,40
GET,/wishlist/wishlist/0059c852-248c-4970-9fb7-0371aea261a3,1,1,55.6566439991002,55.6566439991002,55.6566439991002,55.6566439991002,31.0,0.0016684768872457705,0.0016684768872457705,56,56,56,56,56,56,56,56,56,56,56
PUT,/wishlist/wishlist/0059c852-248c-4970-9fb7-0371aea261a3,1,0,96.94903199851979,96.94903199851979,96.94903199851979,96.94903199851979,113.0,0.0016684768872457705,0.0,97,97,97,97,97,97,97,97,97,97,97
DELETE,/wishlist/wishlist/006344a7-a823-4ae3-b1df-9aeb43ae9639,1,1,36.81438399871695,36.81438399871695,36.81438399871695,36.81438399871695,27.0,0.0016684768872457705,0.0016684768872457705,37,37,37,37,37,37,37,37,37,37,37
GET,/wishlist/wishlist/006344a7-a823-4ae3-b1df-9aeb43ae9639,1,0,91.18453599876375,91.18453599876375,91.18453599876375,91.18453599876375,150.0,0.0016684768872457705,0.0,91,91,91,91,91,91,91,91,91,91,91
PUT,/wishlist/wishlist/006344a7-a823-4ae3-b1df-9aeb43ae9639,1,0,105.15593300078763,105.15593300078763,105.15593300078763,105.15593300078763,113.0,0.0016684768872457705,0.0,110,110,110,110,110,110,110,110,110,110,110
DELETE,/wishlist/wishlist/008084fa-96c6-4639-9be9-026be97d4cf2,1,0,39.35069500221289,39.35069500221289,39.35069500221289,39.35069500221289,213.0,0.0016684768872457705,0.0,39,39,39,39,39,39,39,39,39,39,39
GET,/wishlist/wishlist/008084fa-96c6-4639-9be9-026be97d4cf2,1,0,46.44536699925084,46.44536699925084,46.44536699925084,46.44536699925084,150.0,0.0016684768872457705,0.0,46,46,46,46,46,46,46,46,46,46,46
PUT,/wishlist/wishlist/008084fa-96c6-4639-9be9-026be97d4cf2,1,0,141.0563950012147,141.0563950012147,141.0563950012147,141.0563950012147,113.0,0.0016684768872457705,0.0,140,140,140,140,140,140,140,140,140,140,140
