Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/product,3167,587,250.0,5087.808705308154,1.6945949973887764,75027.9664899972,215.06788759077992,5.284781542700536,0.9795285019151293,250,700,3100,12000,22000,26000,31000,37000,54000,75000,75000
POST,/user/login,3272,622,1600.0,4250.776697483818,27.193214002181776,53607.95308100205,219.7255501222494,5.459995329244128,1.03793309742966,1600,2800,4500,6100,12000,21000,26000,30000,42000,54000,54000
POST,/user/register,3312,636,3600.0,8888.742433364736,6.619766998483101,75007.75168499968,227.60507246376812,5.526743438403591,1.0612949356354722,3700,11000,16000,20000,24000,27000,30000,33000,57000,75000,75000
GET,/wishlist,2889,215,260.0,2348.3391396763527,33.16763499969966,53664.88806200141,172.19833852544133,4.820882184042263,0.3587710867321172,260,500,840,1100,3700,21000,27000,30000,54000,54000,54000
POST,/wishlist,2934,511,570.0,4913.851563116945,9.855588999926113,53613.396111999464,169.62747102931152,4.895973806846659,0.8527070945121483,570,1300,3200,7000,22000,26000,30000,34000,54000,54000,54000
DELETE,/wishlist/0020ddd1-2ef6-4f26-b9f3-a3e7065211dd,1,0,99.4149660000403,99.4149660000403,99.4149660000403,99.4149660000403,213.0,0.0016687027289865916,0.0,99,99,99,99,99,99,99,99,99,99,99
GET,/wishlist/0020ddd1-2ef6-4f26-b9f3-a3e7065211dd,1,0,39.5432309996977,39.5432309996977,39.5432309996977,39.5432309996977,150.0,0.0016687027289865916,0.0,40,40,40,40,40,40,40,40,40,40,40
PUT,/wishlist/0020ddd1-2ef6-4f26-b9f3-a3e7065211dd,1,0,303.6184310003591,303.6184310003591,303.6184310003591,303.6184310003591,113.0,0.0016687027289865916,0.0,300,300,300,300,300,300,300,300,300,300,300
DELETE,/wishlist/002d34de-d92a-4d85-96cb-e3276d5c15ea,1,0,174.63656300242292,174.63656300242292,174.63656300242292,174.63656300242292,213.0,0.0016687027289865916,0.0,170,170,170,170,170,170,170,170,170,170,170
GET,/wishlist/002d34de-d92a-4d85-96cb-e3276d5c15ea,1,0,174.23255799803883,174.23255799803883,174.23255799803883,174.23255799803883,150.0,0.0016687027289865916,0.0,170,170,170,170,170,170,170,170,170,170,170
PUT,/wishlist/002d34de-d92a-4d85-96cb-e3276d5c15ea,1,0,573.0437909987813,573.0437909987813,573.0437909987813,573.0437909987813,113.0,0.0016687027289865916,0.0,570,570,570,570,570,570,570,570,570,570,570
DELETE,/wishlist/002e7471-e9df-4d33-9f45-2974e9994278,1,0,3370.5181859986624,3370.5181859986624,3370.5181859986624,3370.5181859986624,213.0,0.0016687027289865916,0.0,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400
GET,/wishlist/002e7471-e9df-4d33-9f45-2974e9994278,1,1,1149.0814880016842,1149.0814880016842,1149.0814880016842,1149.0814880016842,31.0,0.0016687027289865916,0.0016687027289865916,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
PUT,/wishlist/002e7471-e9df-4d33-9f45-2974e9994278,1,0,411.102922000282,411.102922000282,411.102922000282,411.102922000282,113.0,0.0016687027289865916,0.0,410,410,410,410,410,410,410,410,410,410,410
